,fold,TN,FN,TP,FP,TPR,FPR,TNR,FNR,recall,acc,f1,precision_w,precision_macro,precision_micro,bsr,aucM
0,k_1,5,3,1,1,0.25,0.16666666666666666,0.8333333333333334,0.75,0.25,0.6,0.3333333333333333,0.575,0.5625,0.6,0.5416666666666667,0.5416666666666667
1,k_2,5,2,2,1,0.5,0.16666666666666666,0.8333333333333334,0.5,0.5,0.7,0.5714285714285715,0.6952380952380952,0.6904761904761905,0.7,0.6666666666666667,0.6666666666666666
2,k_3,4,2,2,2,0.5,0.3333333333333333,0.6666666666666667,0.5,0.5,0.6,0.5,0.6,0.5833333333333333,0.6,0.5833333333333333,0.5833333333333334
3,k_4,6,3,1,0,0.25,0.0,1.0,0.75,0.25,0.7,0.4,0.8,0.8333333333333333,0.7,0.625,0.625
4,k_5,4,3,0,3,0.0,0.42857142857142855,0.5714285714285714,1.0,0.0,0.4,0.0,0.4,0.2857142857142857,0.4,0.2857142857142857,0.2857142857142857
5,k_6,6,3,0,1,0.0,0.14285714285714285,0.8571428571428572,1.0,0.0,0.6,0.0,0.4666666666666666,0.3333333333333333,0.6,0.42857142857142855,0.4285714285714286
6,k_7,5,2,1,2,0.3333333333333333,0.2857142857142857,0.7142857142857143,0.6666666666666666,0.3333333333333333,0.6,0.3333333333333333,0.6,0.5238095238095238,0.6,0.5238095238095238,0.5238095238095237
7,k_8,5,1,2,2,0.6666666666666666,0.2857142857142857,0.7142857142857143,0.3333333333333333,0.6666666666666666,0.7,0.5714285714285715,0.7333333333333334,0.6666666666666667,0.7,0.6904761904761905,0.6904761904761905
8,k_9,6,3,0,1,0.0,0.14285714285714285,0.8571428571428572,1.0,0.0,0.6,0.0,0.4666666666666666,0.3333333333333333,0.6,0.42857142857142855,0.4285714285714286
9,k_10,4,1,2,3,0.6666666666666666,0.42857142857142855,0.5714285714285714,0.3333333333333333,0.6666666666666666,0.6,0.5,0.68,0.6000000000000001,0.6,0.6190476190476191,0.619047619047619
