,fold,TN,FN,TP,FP,TPR,FPR,TNR,FNR,recall,acc,f1,precision_w,precision_macro,precision_micro,bsr,aucM
0,k_1,3,0,7,0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,k_2,1,1,6,2,0.8571428571428571,0.6666666666666666,0.33333333333333337,0.14285714285714285,0.8571428571428571,0.7,0.7999999999999999,0.675,0.625,0.7,0.5952380952380952,0.5952380952380953
2,k_3,1,4,3,2,0.42857142857142855,0.6666666666666666,0.33333333333333337,0.5714285714285714,0.42857142857142855,0.4,0.5,0.4800000000000001,0.4,0.4,0.38095238095238093,0.380952380952381
3,k_4,2,0,7,1,1.0,0.3333333333333333,0.6666666666666667,0.0,1.0,0.9,0.9333333333333333,0.9125,0.9375,0.9,0.8333333333333333,0.8333333333333334
4,k_5,1,0,7,2,1.0,0.6666666666666666,0.33333333333333337,0.0,1.0,0.8,0.8750000000000001,0.8444444444444444,0.8888888888888888,0.8,0.6666666666666666,0.6666666666666667
5,k_6,3,0,7,0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,k_7,2,0,6,2,1.0,0.5,0.5,0.0,1.0,0.8,0.8571428571428571,0.85,0.875,0.8,0.75,0.75
7,k_8,4,0,6,0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,k_9,2,0,6,2,1.0,0.5,0.5,0.0,1.0,0.8,0.8571428571428571,0.85,0.875,0.8,0.75,0.75
9,k_10,4,0,6,0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
