,cyclomatic_complexity,tloc,sloc_whbl,sloc_statements_wc,nloc_whbl,nloc,token_count,start_line,end_line,numArg,numLoops,numVariablesDeclared,numAritOper,numExternalMethods,return,Total_return,TotalVariablesReturned,argDT_byte,argDT_short,argDT_int,argDT_long,argDT_double,argDT_char,argDT_boolean,argDT_Integer,argDT_float,argDT_Byte,argDT_Short,argDT_Long,argDT_Double,argDT_Char,argDT_BooleanargDT_array_byte,argDT_array_short,argDT_array_int,argDT_array_long,argDT_array_double,argDT_array_char,argDT_array_boolean,argDT_array_Integer,argDT_array_float,argDT_array_Byte,argDT_array_Short,argDT_array_Long,argDT_array_Double,argDT_array_Char,argDT_array_Boolean,argDT_none,returnDT_byte,returnDT_short,returnDT_int,returnDT_long,returnDT_double,returnDT_char,returnDT_boolean,returnDT_Integer,returnDT_float,returnDT_Byte,returnDT_Short,returnDT_Long,returnDT_Double,returnDT_Char,returnDT_BooleanreturnDT_array_byte,returnDT_array_short,returnDT_array_int,returnDT_array_long,returnDT_array_double,returnDT_array_char,returnDT_array_boolean,returnDT_array_Integer,returnDT_array_float,returnDT_array_Byte,returnDT_array_Short,returnDT_array_Long,returnDT_array_Double,returnDT_array_Char,returnDT_array_Boolean,returnDT_none
0,0.109458606,0.075274577,0.069768922,0.062061456,0.059720002,0.056896766,0.05583837,0.055645804,0.055478196,0.054043351,0.036056832,0.034869176,0.034838937,0.030224902,0.027867779,0.027099193,0.026774535,0.024764637,0.022472804,0.017877637,0.012095777,0.010810542,0.009596765,0.008993855,0.00733535,0.002962181,0.002496983,0.002259355,0.002204842,0.002167608,0.00204426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.106134109,0.077129351,0.06569818,0.061879237,0.0604247,0.059036733,0.057810043,0.056408649,0.055038463,0.050574027,0.038882122,0.033948154,0.033418113,0.031748281,0.03034591,0.030149963,0.027483963,0.025645074,0.020652944,0.01648868,0.011622655,0.011569051,0.010607743,0.009210677,0.006454061,0.002723304,0.002205797,0.001926098,0.001687636,0.001621057,0.001475224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.11147315,0.076971748,0.068323933,0.060508411,0.060453447,0.058234771,0.057767134,0.056953594,0.054470167,0.052506429,0.038447944,0.033987018,0.031363741,0.030830675,0.030105417,0.029209981,0.025450008,0.021498262,0.021376875,0.016114461,0.011977998,0.011439129,0.011126867,0.009052492,0.006514518,0.003490393,0.002472193,0.002252934,0.002220277,0.002097514,0.001308519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.106693553,0.07916328,0.067559093,0.061232605,0.060776676,0.057615833,0.056691902,0.056418033,0.054915734,0.049715441,0.041382665,0.035296115,0.033823475,0.030209126,0.029448652,0.029408032,0.026022793,0.02406949,0.020299432,0.015614874,0.01189475,0.011226621,0.010273891,0.009498544,0.006454387,0.002761114,0.002606759,0.002458559,0.002259923,0.002257571,0.001951077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.111761342,0.078227726,0.068143118,0.05981009,0.057738825,0.057352036,0.056091282,0.055301262,0.055084437,0.053407006,0.036135496,0.03604676,0.035633462,0.031805536,0.030422019,0.027669789,0.026775075,0.022226454,0.021609711,0.01613126,0.011035701,0.010970843,0.009985207,0.009565397,0.007583888,0.00279051,0.002686185,0.002130623,0.001989951,0.001968646,0.001920363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.108892118,0.078539287,0.068168508,0.059410312,0.059028068,0.05804762,0.057547508,0.056939834,0.054781798,0.050988294,0.037184039,0.033743326,0.032643971,0.03038764,0.029718002,0.02902304,0.027375257,0.022701829,0.020189292,0.018623206,0.012394215,0.011841572,0.011378159,0.009927065,0.006953425,0.00306111,0.00252653,0.00235482,0.001992143,0.001857,0.001781012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0.106914361,0.079195555,0.066417721,0.061336667,0.060598961,0.057976069,0.056483123,0.05633065,0.055041879,0.053997865,0.03951186,0.034837327,0.032686174,0.029750401,0.02755375,0.027511732,0.024819084,0.023233949,0.020661726,0.018808959,0.011823552,0.011583687,0.01130685,0.010465634,0.007406226,0.003172344,0.002421257,0.002382765,0.002331687,0.001999991,0.001438194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.103710838,0.076578904,0.068232954,0.061760956,0.061282907,0.058282314,0.057980575,0.057535206,0.055578338,0.054483447,0.037542567,0.034587929,0.032726626,0.031990865,0.031646296,0.025812276,0.025573372,0.024506283,0.020832655,0.016584184,0.011464951,0.01114559,0.00998839,0.009028421,0.00826974,0.002794573,0.00228626,0.002269384,0.002017024,0.001837778,0.001668398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0.110281009,0.073747196,0.068201322,0.061270118,0.059946951,0.058673791,0.054612159,0.0537863,0.053656422,0.051217939,0.037621657,0.034312035,0.032702596,0.030430339,0.030242951,0.028465274,0.027322373,0.024105752,0.02190469,0.020236225,0.012204009,0.012062713,0.011938409,0.010321873,0.006641986,0.002775897,0.00276459,0.002262291,0.0022295,0.002039673,0.002021958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0.111200465,0.080212053,0.069248262,0.060061916,0.058669819,0.057327157,0.056378183,0.055388797,0.054001568,0.052303154,0.038082434,0.036074863,0.032396339,0.030571298,0.02929153,0.026637967,0.025229233,0.021892253,0.021885895,0.016976269,0.012321975,0.011330333,0.010759735,0.009921353,0.007898704,0.003157272,0.002650749,0.00221562,0.002114921,0.001973168,0.001826718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.108651955,0.077503968,0.067976201,0.060933177,0.059864036,0.057944309,0.056720028,0.056070813,0.0548047,0.052323695,0.038084762,0.03477027,0.033223343,0.030794906,0.029664231,0.028098725,0.026282569,0.023464398,0.021188602,0.017345576,0.011883559,0.011398008,0.010696201,0.009598531,0.007151229,0.00296887,0.00251173,0.002251245,0.00210479,0.001982001,0.001743572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
