,fold,TN,FN,TP,FP,TPR,FPR,TNR,FNR,recall,acc,f1,precision_w,precision_macro,precision_micro,bsr,aucM
0,k_1,10,9,8,3,0.47058823529411764,0.23076923076923078,0.7692307692307692,0.5294117647058824,0.47058823529411764,0.6,0.5714285714285714,0.6401913875598085,0.6267942583732058,0.6,0.6199095022624435,0.6199095022624435
1,k_2,11,9,8,2,0.47058823529411764,0.15384615384615385,0.8461538461538461,0.5294117647058824,0.47058823529411764,0.6333333333333333,0.5925925925925927,0.6916666666666667,0.675,0.6333333333333333,0.6583710407239819,0.6583710407239819
2,k_3,11,10,7,2,0.4117647058823529,0.15384615384615385,0.8461538461538461,0.5882352941176471,0.4117647058823529,0.6,0.5384615384615384,0.6677248677248677,0.6507936507936508,0.6,0.6289592760180995,0.6289592760180995
3,k_4,10,10,7,3,0.4117647058823529,0.23076923076923078,0.7692307692307692,0.5882352941176471,0.4117647058823529,0.5666666666666667,0.5185185185185185,0.6133333333333333,0.6,0.5666666666666667,0.5904977375565611,0.590497737556561
4,k_5,11,10,7,2,0.4117647058823529,0.15384615384615385,0.8461538461538461,0.5882352941176471,0.4117647058823529,0.6,0.5384615384615384,0.6677248677248677,0.6507936507936508,0.6,0.6289592760180995,0.6289592760180995
5,k_6,10,9,8,3,0.47058823529411764,0.23076923076923078,0.7692307692307692,0.5294117647058824,0.47058823529411764,0.6,0.5714285714285714,0.6401913875598085,0.6267942583732058,0.6,0.6199095022624435,0.6199095022624435
6,k_7,11,9,8,2,0.47058823529411764,0.15384615384615385,0.8461538461538461,0.5294117647058824,0.47058823529411764,0.6333333333333333,0.5925925925925927,0.6916666666666667,0.675,0.6333333333333333,0.6583710407239819,0.6583710407239819
7,k_8,11,9,8,2,0.47058823529411764,0.15384615384615385,0.8461538461538461,0.5294117647058824,0.47058823529411764,0.6333333333333333,0.5925925925925927,0.6916666666666667,0.675,0.6333333333333333,0.6583710407239819,0.6583710407239819
8,k_9,11,10,7,2,0.4117647058823529,0.15384615384615385,0.8461538461538461,0.5882352941176471,0.4117647058823529,0.6,0.5384615384615384,0.6677248677248677,0.6507936507936508,0.6,0.6289592760180995,0.6289592760180995
9,k_10,11,9,8,2,0.47058823529411764,0.15384615384615385,0.8461538461538461,0.5294117647058824,0.47058823529411764,0.6333333333333333,0.5925925925925927,0.6916666666666667,0.675,0.6333333333333333,0.6583710407239819,0.6583710407239819
