,fold,TN,FN,TP,FP,TPR,FPR,TNR,FNR,recall,acc,f1,precision_w,precision_macro,precision_micro,bsr,aucM
0,k_1,17,8,3,2,0.2727272727272727,0.10526315789473684,0.8947368421052632,0.7272727272727273,0.2727272727272727,0.6666666666666666,0.37499999999999994,0.6506666666666667,0.64,0.6666666666666666,0.5837320574162679,0.5837320574162679
1,k_2,17,8,3,2,0.2727272727272727,0.10526315789473684,0.8947368421052632,0.7272727272727273,0.2727272727272727,0.6666666666666666,0.37499999999999994,0.6506666666666667,0.64,0.6666666666666666,0.5837320574162679,0.5837320574162679
2,k_3,17,8,3,2,0.2727272727272727,0.10526315789473684,0.8947368421052632,0.7272727272727273,0.2727272727272727,0.6666666666666666,0.37499999999999994,0.6506666666666667,0.64,0.6666666666666666,0.5837320574162679,0.5837320574162679
3,k_4,17,8,3,2,0.2727272727272727,0.10526315789473684,0.8947368421052632,0.7272727272727273,0.2727272727272727,0.6666666666666666,0.37499999999999994,0.6506666666666667,0.64,0.6666666666666666,0.5837320574162679,0.5837320574162679
4,k_5,17,8,3,2,0.2727272727272727,0.10526315789473684,0.8947368421052632,0.7272727272727273,0.2727272727272727,0.6666666666666666,0.37499999999999994,0.6506666666666667,0.64,0.6666666666666666,0.5837320574162679,0.5837320574162679
5,k_6,17,7,4,2,0.36363636363636365,0.10526315789473684,0.8947368421052632,0.6363636363636364,0.36363636363636365,0.7,0.4705882352941177,0.6930555555555556,0.6875,0.7,0.6291866028708134,0.6291866028708134
6,k_7,17,8,3,2,0.2727272727272727,0.10526315789473684,0.8947368421052632,0.7272727272727273,0.2727272727272727,0.6666666666666666,0.37499999999999994,0.6506666666666667,0.64,0.6666666666666666,0.5837320574162679,0.5837320574162679
7,k_8,17,8,3,2,0.2727272727272727,0.10526315789473684,0.8947368421052632,0.7272727272727273,0.2727272727272727,0.6666666666666666,0.37499999999999994,0.6506666666666667,0.64,0.6666666666666666,0.5837320574162679,0.5837320574162679
8,k_9,17,8,3,2,0.2727272727272727,0.10526315789473684,0.8947368421052632,0.7272727272727273,0.2727272727272727,0.6666666666666666,0.37499999999999994,0.6506666666666667,0.64,0.6666666666666666,0.5837320574162679,0.5837320574162679
9,k_10,17,8,3,2,0.2727272727272727,0.10526315789473684,0.8947368421052632,0.7272727272727273,0.2727272727272727,0.6666666666666666,0.37499999999999994,0.6506666666666667,0.64,0.6666666666666666,0.5837320574162679,0.5837320574162679
