,cyclomatic_complexity,tloc,sloc_whbl,sloc_statements_wc,nloc_whbl,nloc,token_count,start_line,end_line,numArg,numLoops,numVariablesDeclared,numAritOper,numExternalMethods,return,Total_return,TotalVariablesReturned,argDT_byte,argDT_short,argDT_int,argDT_long,argDT_double,argDT_char,argDT_boolean,argDT_Integer,argDT_float,argDT_Byte,argDT_Short,argDT_Long,argDT_Double,argDT_Char,argDT_BooleanargDT_array_byte,argDT_array_short,argDT_array_int,argDT_array_long,argDT_array_double,argDT_array_char,argDT_array_boolean,argDT_array_Integer,argDT_array_float,argDT_array_Byte,argDT_array_Short,argDT_array_Long,argDT_array_Double,argDT_array_Char,argDT_array_Boolean,argDT_none,returnDT_byte,returnDT_short,returnDT_int,returnDT_long,returnDT_double,returnDT_char,returnDT_boolean,returnDT_Integer,returnDT_float,returnDT_Byte,returnDT_Short,returnDT_Long,returnDT_Double,returnDT_Char,returnDT_BooleanreturnDT_array_byte,returnDT_array_short,returnDT_array_int,returnDT_array_long,returnDT_array_double,returnDT_array_char,returnDT_array_boolean,returnDT_array_Integer,returnDT_array_float,returnDT_array_Byte,returnDT_array_Short,returnDT_array_Long,returnDT_array_Double,returnDT_array_Char,returnDT_array_Boolean,returnDT_none
0,0.10662463522770045,0.10655770109001803,0.06633380322520314,0.05367040428712425,0.051171038825775846,0.046209965590473696,0.04409129789842835,0.043283003927963554,0.04061700811482019,0.040399722599226376,0.04013976581065288,0.03996381101139962,0.03876448912572551,0.036116039364711125,0.035194691137068135,0.03197722945994784,0.0243989751181047,0.019363710093314113,0.014609890997926053,0.014234346602990477,0.013901166551828678,0.013189894020297304,0.012974503159895625,0.011271733191672465,0.010071156785883497,0.009759113585701949,0.008058501941161646,0.007585216309143806,0.006986819098890753,0.006799966492628889,0.005680399354321045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.10895953434788652,0.10750223568173765,0.06280139856394833,0.05531174576712957,0.05005279007974784,0.04880606490845607,0.04296664811096289,0.04232596941627427,0.04020804619997696,0.03982827677029529,0.039509110475784134,0.038988114541247246,0.03804485626244191,0.036637765856978526,0.03440180077599688,0.03136529152301147,0.023303329291599957,0.01995465436363634,0.015123166087972274,0.014329564156621509,0.014190563036126352,0.013702566856373133,0.012435060879773018,0.011832927372468651,0.009583047803636838,0.008859167544484011,0.008819225540118245,0.00873144296502701,0.0076512439854122555,0.006911997051334232,0.006862393783540711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.11129996623045058,0.10034212525346203,0.06421587782491633,0.05276675894361689,0.052491529709961085,0.04439145795293853,0.04395563221046729,0.04379435348997651,0.04273145301778272,0.0419790440333811,0.04062015113842185,0.03903594975504462,0.03756509837106059,0.03707907456195137,0.033623908044170335,0.03351890456466043,0.02263884123228017,0.020705804331677048,0.015228708038262328,0.014725824582056603,0.013753050365304201,0.01361970883178564,0.013000273149508901,0.011269620485444819,0.010554749816118602,0.009557929927130256,0.007898126558072578,0.0077760465526078015,0.0077563793763060305,0.006442631151257981,0.005661020499924616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.10872099929417665,0.10279419205734691,0.06506461429619595,0.05241717146835344,0.050241412099061925,0.04939440767807337,0.04378938725112388,0.042509100411242354,0.04159695166863159,0.039281948592032934,0.03893347996994649,0.03875171075443945,0.03865698604277752,0.037495489214639965,0.03571074668103529,0.03357451962328947,0.023511063448265944,0.020602937700034452,0.015082530415471125,0.0138718702179858,0.013742708870646648,0.01369180700923867,0.013591213492882807,0.011036434417180847,0.01064316576089411,0.010212458071803333,0.00783630660525512,0.00757565283227665,0.007242668006331483,0.0066771668777071466,0.005748899171658661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.116222544316485,0.10238151157311552,0.0630974127689155,0.04910371611324152,0.04831917160816482,0.046437942333207555,0.04549443240314762,0.04329045555181681,0.04142188899045262,0.03954117045146925,0.039051611215327374,0.03828315786731545,0.037639282499485144,0.0373483937725281,0.036103879807266294,0.03199962547451726,0.026533190494812613,0.020081734924207485,0.015806564463080566,0.014910907650432619,0.014150438737987716,0.013723272411581196,0.013322464395006221,0.011412316742917776,0.008564514418372403,0.008561832076026822,0.008397006190601483,0.007967361418346962,0.007942426551067973,0.007429303348286871,0.00546046943081553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.11217115663166594,0.10877773007613402,0.06224588077024354,0.051206759519238046,0.049220719125927806,0.045660922993728856,0.04402649062812895,0.04336544397568451,0.041976295533502954,0.04106928442631478,0.04005288662715613,0.04005141955712439,0.03818940905635886,0.03604964436127111,0.03581288260354091,0.033452048353976555,0.025617203158994257,0.017131039588446313,0.015788294041757862,0.014672822319807498,0.013237993331102248,0.01289272771708541,0.012404906047788348,0.012023747713408655,0.009349269147501772,0.009108728038877675,0.007900256238805714,0.007416071788470236,0.006858871338727225,0.006393626930476958,0.005875468358752373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.11827071408072183,0.10601440848955213,0.06427331337089381,0.05072312802130399,0.05008038307575628,0.046398948951147836,0.042953823426128704,0.04244985385793335,0.04105622223162325,0.040876087464638194,0.04035146271052481,0.03969014640054715,0.03739959556693464,0.03586450212715592,0.03515501116528422,0.031952547819149676,0.024940468944430524,0.019829121243698837,0.015330703864310609,0.013779516323752522,0.012368441294944256,0.012265430453059362,0.012216189915355362,0.011681493564013547,0.01156446190068161,0.008614573372394173,0.007135894039474467,0.006998248279241581,0.006789694991205812,0.006629210240946115,0.006346402813195552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.11150100089929656,0.10461076825272095,0.06347971126630564,0.05034066409119917,0.04972082398080249,0.04661137469836713,0.04510091080289488,0.0428230716847835,0.04209631292612226,0.039959028185411076,0.03991085521076454,0.03894444500562516,0.038815204990421105,0.03579562623237475,0.03559396663956038,0.033341027136524745,0.02320721206927769,0.020100585813582258,0.016185148586344518,0.014652667201377386,0.014244112314227488,0.013915534728207774,0.01314312989977613,0.01213891601188231,0.009619454409777274,0.009487318013803439,0.007764169909323087,0.007705024337442131,0.007132198055139469,0.0062628723517771405,0.005796864294887741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.11614558528542471,0.10364396453338276,0.0654142875184161,0.04927718289901583,0.04704979027240511,0.046694921094563364,0.0463434266824841,0.04259291221425213,0.04030906481659631,0.0398879218081671,0.03969991820783635,0.03767376293219232,0.037053095565296006,0.03691978051378479,0.03654422776805126,0.031062293034488545,0.023531259403601144,0.020290794332507207,0.01593144930586958,0.013828910799261487,0.013743470503038098,0.013471214584062174,0.012617920983302328,0.012419969803069449,0.01160181786660591,0.008953362849966373,0.008303111176564163,0.007818015627634222,0.007631919684772747,0.007143834125636145,0.006400813807752263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.1131607009227417,0.10968853203274925,0.062480220982426636,0.05330617924988754,0.051358762660987184,0.0427776724512029,0.04152080233462427,0.0410855904371927,0.04084879017297985,0.04039965493737826,0.03950326493566929,0.039400764788096204,0.039206972838680305,0.036065648623536256,0.03525357486806848,0.03303955011653763,0.023473372436529066,0.02048206047452034,0.015573905588628166,0.015362273488942209,0.014364311761747314,0.014022007041075993,0.013797684248477729,0.010999453893340911,0.009004044166972825,0.008938244204716858,0.007773766827795865,0.007324194853976878,0.0072885172324287355,0.006875053048141906,0.005624428379946849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
