,cyclomatic_complexity,tloc,sloc_whbl,sloc_statements_wc,nloc_whbl,nloc,token_count,start_line,end_line,numArg,numLoops,numVariablesDeclared,numAritOper,numExternalMethods,return,Total_return,TotalVariablesReturned,argDT_byte,argDT_short,argDT_int,argDT_long,argDT_double,argDT_char,argDT_boolean,argDT_Integer,argDT_float,argDT_Byte,argDT_Short,argDT_Long,argDT_Double,argDT_Char,argDT_BooleanargDT_array_byte,argDT_array_short,argDT_array_int,argDT_array_long,argDT_array_double,argDT_array_char,argDT_array_boolean,argDT_array_Integer,argDT_array_float,argDT_array_Byte,argDT_array_Short,argDT_array_Long,argDT_array_Double,argDT_array_Char,argDT_array_Boolean,argDT_none,returnDT_byte,returnDT_short,returnDT_int,returnDT_long,returnDT_double,returnDT_char,returnDT_boolean,returnDT_Integer,returnDT_float,returnDT_Byte,returnDT_Short,returnDT_Long,returnDT_Double,returnDT_Char,returnDT_BooleanreturnDT_array_byte,returnDT_array_short,returnDT_array_int,returnDT_array_long,returnDT_array_double,returnDT_array_char,returnDT_array_boolean,returnDT_array_Integer,returnDT_array_float,returnDT_array_Byte,returnDT_array_Short,returnDT_array_Long,returnDT_array_Double,returnDT_array_Char,returnDT_array_Boolean,returnDT_none
0,0.112394837,0.095628035,0.062699474,0.057701508,0.05023659,0.047738113,0.047048855,0.046091759,0.045054712,0.044193221,0.039419886,0.037833375,0.034147798,0.033108363,0.031275182,0.029096543,0.028961756,0.025193137,0.023231223,0.017879585,0.014773875,0.013299255,0.011662283,0.009746755,0.009073412,0.006409393,0.006233741,0.00577906,0.004985114,0.004767414,0.004335748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.106021244,0.088455777,0.066628525,0.057189974,0.050485027,0.050355604,0.0470027,0.04626056,0.044673616,0.044602029,0.043039636,0.038938856,0.036137078,0.033748872,0.030912259,0.030466498,0.028248752,0.025691273,0.023830193,0.019513951,0.01359738,0.012963764,0.010440528,0.010161234,0.009259617,0.006135855,0.005517042,0.005326129,0.005095911,0.004820265,0.004479851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.109196255,0.087572986,0.066304478,0.055582755,0.050242876,0.04862834,0.048176736,0.045224882,0.045092353,0.044572521,0.043610094,0.039084674,0.034252212,0.031921423,0.031607784,0.031465837,0.028724922,0.02265748,0.022224957,0.019445815,0.014268702,0.012367063,0.011422721,0.010827355,0.010679164,0.007114427,0.006398745,0.006314751,0.005835571,0.004724167,0.004457953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.109772469,0.086302026,0.063583,0.055643485,0.051185816,0.048749638,0.046683928,0.046259093,0.045701517,0.042931914,0.04260256,0.042594876,0.033347558,0.032579542,0.032123932,0.03147132,0.031223205,0.024468042,0.023783543,0.019552861,0.014065295,0.013003073,0.010679351,0.009683528,0.009629059,0.007163947,0.005933724,0.005312642,0.00522989,0.004553919,0.004185247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.112388178,0.088713518,0.064088623,0.055149251,0.054465698,0.048567241,0.047574599,0.047342616,0.04119929,0.041082477,0.041024199,0.040526962,0.036259487,0.032847801,0.031529819,0.028646567,0.028378689,0.024716067,0.023656381,0.016399974,0.014608124,0.012360695,0.01181636,0.011344689,0.009651348,0.006919472,0.006892141,0.005987755,0.005706331,0.005303094,0.004852551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.111320356,0.08606253,0.065281688,0.054629001,0.050306301,0.049876357,0.045773648,0.044598663,0.044167523,0.042217869,0.040478722,0.038409987,0.034347628,0.034069058,0.033406404,0.031234629,0.029796648,0.025042801,0.023621017,0.019217823,0.0139384,0.013159401,0.011544633,0.011125071,0.009979854,0.006999449,0.006361744,0.006037193,0.005961682,0.005652146,0.005381777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0.105961816,0.089766369,0.065531993,0.053939831,0.053883611,0.049915246,0.048580868,0.046901699,0.044268774,0.043410881,0.043148683,0.039779183,0.034298705,0.032055218,0.031570609,0.031080323,0.030771901,0.025393984,0.021839659,0.019691069,0.013430348,0.011886528,0.010939281,0.010849087,0.008622745,0.007179654,0.006006261,0.005328611,0.00488846,0.004803453,0.004275152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0.109625946,0.089388713,0.062692283,0.053422372,0.051811545,0.048178425,0.048023001,0.04646759,0.044450389,0.044330656,0.041855383,0.041754257,0.033077942,0.032212836,0.031391369,0.031199219,0.028016728,0.024235739,0.022269525,0.019011907,0.01466138,0.011996134,0.01187747,0.010848481,0.009893054,0.006771273,0.006541664,0.006480934,0.006065785,0.006056912,0.005391088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0.106022948,0.0875971,0.06865483,0.056481613,0.051922821,0.050559652,0.045853855,0.045387481,0.044241873,0.043561149,0.042695978,0.039369586,0.033447207,0.032513799,0.032263808,0.032074073,0.030146312,0.023150474,0.022578546,0.019372974,0.014125247,0.012299511,0.010700733,0.010578812,0.010101295,0.006815465,0.006494163,0.005737726,0.005663045,0.005150949,0.004436975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0.105444758,0.08754994,0.068220887,0.05400158,0.050195335,0.04834311,0.048043874,0.04570893,0.042810016,0.041738299,0.041536876,0.039430049,0.036963051,0.034155713,0.033399844,0.031463165,0.029323137,0.025404003,0.024390756,0.017333275,0.014754429,0.012204468,0.012003577,0.011861354,0.010753987,0.006383706,0.006163918,0.005768391,0.005187587,0.004825045,0.00463694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0.108814881,0.088703699,0.065368578,0.055374137,0.051473562,0.049091173,0.047276207,0.046024327,0.044166006,0.043264102,0.041941202,0.03977218,0.034627867,0.032921262,0.031948101,0.030819817,0.029359205,0.0245953,0.02314258,0.018741923,0.014222318,0.012553989,0.011308694,0.010702636,0.009764353,0.006789264,0.006254314,0.005807319,0.005461938,0.005065736,0.004643328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
